Sigla;codigo;municipio;taxa_analfabetismo
MA;2102903;Carutapera;19.64
MA;2103000;Caxias;25.75
MA;2103109;Cedral;17.14
MA;2103125;Central do Maranhão;26.73
MA;2103158;Centro do Guilherme;28.8
MA;2103174;Centro Novo do Maranhão;25.34
MA;2103208;Chapadinha;25.42
MA;2103257;Cidelândia;24.29
MA;2103307;Codó;30.47
MA;2103406;Coelho Neto;28.95
MA;2103505;Colinas;29.83
MA;2103554;Conceição do Lago-Açu;34.88
MA;2103604;Coroatá;32.2
MA;2103703;Cururupu;17.41
MA;2103752;Davinópolis;25.01
MA;2103802;Dom Pedro;24.23
MA;2103901;Duque Bacelar;31.97
MA;2104008;Esperantinópolis;30.88
MA;2104057;Estreito;15.18
MA;2104073;Feira Nova do Maranhão;19.75
MA;2104081;Fernando Falcão;38.03
MA;2104099;Formosa da Serra Negra;18.49
MA;2104107;Fortaleza dos Nogueiras;15.94
MA;2104206;Fortuna;30.51
MA;2104305;Godofredo Viana;16.95
MA;2104404;Gonçalves Dias;34.75
MA;2104503;Governador Archer;31.48
MA;2104552;Governador Edison Lobão;19.63
MA;2104602;Governador Eugênio Barros;35.9
MA;2104628;Governador Luiz Rocha;30.85
MA;2104651;Governador Newton Bello;36.23
MA;2104677;Governador Nunes Freire;25.39
MA;2104701;Graça Aranha;30.1
MA;2104800;Grajaú;22.14
MA;2104909;Guimarães;15.79
MA;2105005;Humberto de Campos;23.6
MA;2105104;Icatu;22.13
MA;2105153;Igarapé do Meio;28.4
MA;2105203;Igarapé Grande;28.55
MA;2105302;Imperatriz;10.87
MA;2105351;Itaipava do Grajaú;34.13
MA;2105401;Itapecuru Mirim;27.09
MA;2105427;Itinga do Maranhão;23.48
MA;2105450;Jatobá;32.4
MA;2105476;Jenipapo dos Vieiras;34.07
MA;2105500;João Lisboa;22.32
MA;2105609;Joselândia;33.69
MA;2105658;Junco do Maranhão;27.16
MA;2105708;Lago da Pedra;30.58
MA;2105807;Lago do Junco;32.97
MA;2105906;Lago Verde;33.02
MA;2105922;Lagoa do Mato;33.04
MA;2105948;Lago dos Rodrigues;30.06
MA;2105963;Lagoa Grande do Maranhão;35.34
MA;2105989;Lajeado Novo;18.57
MA;2106003;Lima Campos;31.05
MA;2106102;Loreto;22.29
MA;2106201;Luís Domingues;19.44
MA;2106300;Magalhães de Almeida;30.45
MA;2106326;Maracaçumé;25.47
MA;2106359;Marajá do Sena;39.98
MA;2106375;Maranhãozinho;27.58
MA;2106409;Mata Roma;28.48
MA;2106508;Matinha;18.79
MA;2106607;Matões;35.77
MA;2106631;Matões do Norte;34.03
MA;2106672;Milagres do Maranhão;35.38
MA;2106706;Mirador;29.53
MA;2106755;Miranda do Norte;21.08
MA;2106805;Mirinzal;16.7
MA;2106904;Monção;27.56
MA;2107001;Montes Altos;19.77
MA;2107100;Morros;29.78
MA;2107209;Nina Rodrigues;28.43
MA;2107258;Nova Colinas;22.53
MA;2107308;Nova Iorque;30.8
MA;2107357;Nova Olinda do Maranhão;27.87
MA;2107407;Olho d'Água das Cunhãs;34.43
MA;2107456;Olinda Nova do Maranhão;25.88
MA;2107506;Paço do Lumiar;5.76
MA;2107605;Palmeirândia;26.15
MA;2107704;Paraibano;30.64
MA;2107803;Parnarama;35.89
MA;2107902;Passagem Franca;35.41
MA;2108009;Pastos Bons;24.41
MA;2108058;Paulino Neves;30.06
MA;2108108;Paulo Ramos;36.33
MA;2108207;Pedreiras;19.23
MA;2108256;Pedro do Rosário;28.65
MA;2108306;Penalva;20.8
MA;2108405;Peri Mirim;22.49
MA;2108454;Peritoró;36.67
MA;2108504;Pindaré-Mirim;20.06
MA;2108603;Pinheiro;17.8
MA;2108702;Pio XII;31.5
MA;2108801;Pirapemas;30.09
MA;2108900;Poção de Pedras;31.61
MA;2109007;Porto Franco;15.4
MA;2109056;Porto Rico do Maranhão;15.45
MA;2109106;Presidente Dutra;21.59
MA;2109205;Presidente Juscelino;28.34
MA;2109239;Presidente Médici;25.72
MA;2109270;Presidente Sarney;30.36
MA;2109304;Presidente Vargas;28.75
MA;2109403;Primeira Cruz;26.12
MA;2109452;Raposa;15.27
MA;2109502;Riachão;20.09
MA;2109551;Ribamar Fiquene;21.84
MA;2109601;Rosário;18.1
MA;2109700;Sambaíba;22.05
MA;2109759;Santa Filomena do Maranhão;31.5
MA;2109809;Santa Helena;22.82
MA;2109908;Santa Inês;17.59
MA;2110005;Santa Luzia;33.3
MA;2110039;Santa Luzia do Paruá;23.86
MA;2110104;Santa Quitéria do Maranhão;32.83
MA;2110203;Santa Rita;22.12
MA;2110237;Santana do Maranhão;34.33
MA;2110278;Santo Amaro do Maranhão;24.54
MA;2110302;Santo Antônio dos Lopes;30.57
MA;2110401;São Benedito do Rio Preto;31.01
MA;2110500;São Bento;19.71
MA;2110609;São Bernardo;29.24
MA;2110658;São Domingos do Azeitão;29.99
MA;2110708;São Domingos do Maranhão;27.83
MA;2110807;São Félix de Balsas;29.59
MA;2110856;São Francisco do Brejão;26.65
MA;2110906;São Francisco do Maranhão;36.08
MA;2111003;São João Batista;22.03
MA;2111029;São João do Carú;34.87
MA;2111052;São João do Paraíso;21.15
MA;2111078;São João do Soter;39.71
MA;2111102;São João dos Patos;24.13
MA;2111201;São José de Ribamar;6.7
MA;2111250;São José dos Basílios;32.47
MA;2111300;São Luís;4.65
MA;2111409;São Luís Gonzaga do Maranhão;35.51
MA;2111508;São Mateus do Maranhão;31.39
MA;2111532;São Pedro da Água Branca;28.44
MA;2111573;São Pedro dos Crentes;19.1
MA;2111607;São Raimundo das Mangabeiras;20.24
MA;2111631;São Raimundo do Doca Bezerra;38.05
MA;2111672;São Roberto;34.74
MA;2111706;São Vicente Ferrer;26.28
MA;2111722;Satubinha;30.35
MA;2111748;Senador Alexandre Costa;34.08
MA;2111763;Senador La Rocque;29.58
MA;2111789;Serrano do Maranhão;32.56
MA;2111805;Sítio Novo;20.95
MA;2111904;Sucupira do Norte;25.86
MA;2111953;Sucupira do Riachão;32.99
MA;2112001;Tasso Fragoso;17.8
MA;2112100;Timbiras;37.82
MA;2112209;Timon;17.26
MA;2112233;Trizidela do Vale;24.81
MA;2112274;Tufilândia;34.12
MA;2112308;Tuntum;29.84
MA;2112407;Turiaçu;24.84
MA;2112456;Turilândia;30.36
MA;2112506;Tutóia;28.94
MA;2112605;Urbano Santos;30,00
MA;2112704;Vargem Grande;32.02
MA;2112803;Viana;17.79
MA;2112852;Vila Nova dos Martírios;28.17
MA;2112902;Vitória do Mearim;25.05
MA;2113009;Vitorino Freire;32.75
MA;2114007;Zé Doca;24.21
PB;2500106;Água Branca;26.36
PB;2500205;Aguiar;37.65
PB;2500304;Alagoa Grande;34.7
PB;2500403;Alagoa Nova;28.54
PB;2500502;Alagoinha;35.29
PB;2500536;Alcantil;30.6
PB;2500577;Algodão de Jandaíra;32.68
PB;2500601;Alhandra;26.27
PB;2500700;São João do Rio do Peixe;27.83
PB;2500734;Amparo;21.49
PB;2500775;Aparecida;29.29
PB;2500809;Araçagi;38.6
PB;2500908;Arara;38.52
PB;2501005;Araruna;39.54
PB;2501104;Areia;29.96
PB;2501153;Areia de Baraúnas;32.56
PB;2501203;Areial;26.65
PB;2501302;Aroeiras;35.56
PB;2501351;Assunção;26.26
PB;2501401;Baía da Traição;25.2
PB;2501500;Bananeiras;35.39
PB;2501534;Baraúna;28.29
PB;2501575;Barra de Santana;30.94
PB;2501609;Barra de Santa Rosa;37.21
PB;2501708;Barra de São Miguel;23.61
PB;2501807;Bayeux;15.49
PB;2501906;Belém;34.08
PB;2502003;Belém do Brejo do Cruz;38.15
PB;2502052;Bernardino Batista;30.83
PB;2502102;Boa Ventura;29.33
PB;2502151;Boa Vista;16.01
PB;2502201;Bom Jesus;25.16
PB;2502300;Bom Sucesso;30.94
PB;2502409;Bonito de Santa Fé;29.26
PB;2502508;Boqueirão;24.08
PB;2502607;Igaracy;32.19
PB;2502706;Borborema;32.56
PB;2502805;Brejo do Cruz;31.58
PB;2502904;Brejo dos Santos;28.37
PB;2503001;Caaporã;23.86
PB;2503100;Cabaceiras;18.04
PB;2503209;Cabedelo;10.67
PB;2503308;Cachoeira dos Índios;27.27
PB;2503407;Cacimba de Areia;26.83
PB;2503506;Cacimba de Dentro;38.84
PB;2503555;Cacimbas;36.11
PB;2503605;Caiçara;34.16
PB;2503704;Cajazeiras;19.45
PB;2503753;Cajazeirinhas;34.81
PB;2503803;Caldas Brandão;35.88
PB;2503902;Camalaú;29.73
PB;2504009;Campina Grande;11.68
PB;2504033;Capim;39.85
PB;2504074;Caraúbas;19.09
PB;2504108;Carrapateira;28.08
PB;2504157;Casserengue;41.06
PB;2504207;Catingueira;35.77
PB;2504306;Catolé do Rocha;23.14
PB;2504355;Caturité;22.44
PB;2504405;Conceição;32.72
PB;2504504;Condado;29.61
PB;2504603;Conde;23.19
PB;2504702;Congo;28.54
PB;2504801;Coremas;33.41
PB;2504850;Coxixola;21.21
PB;2504900;Cruz do Espírito Santo;33.05
PB;2505006;Cubati;27.75
PB;2505105;Cuité;31.72
PB;2505204;Cuitegi;34.36
PB;2505238;Cuité de Mamanguape;41.21
PB;2505279;Curral de Cima;40.5
PB;2505303;Curral Velho;34.92
PB;2505352;Damião;39.66
PB;2505402;Desterro;25.49
PB;2505501;Vista Serrana;25.55
PB;2505600;Diamante;30.3
PB;2505709;Dona Inês;39.32
PB;2505808;Duas Estradas;30.58
PB;2505907;Emas;30.43
PB;2506004;Esperança;26.04
PB;2506103;Fagundes;32.24
PB;2506202;Frei Martinho;29.96
PB;2506251;Gado Bravo;32.83
PB;2506301;Guarabira;20.25
PB;2506400;Gurinhém;37.77
PB;2506509;Gurjão;21.02
PB;2506608;Ibiara;37.98
PB;2506707;Imaculada;30.75
PB;2506806;Ingá;36.42
PB;2506905;Itabaiana;27.46
PB;2507002;Itaporanga;22.84
PB;2507101;Itapororoca;33.62
PB;2507200;Itatuba;38.07
PB;2507309;Jacaraú;32.93
PB;2507408;Jericó;28.8
PB;2507507;João Pessoa;8.11
PB;2507606;Juarez Távora;35.85
PB;2507705;Juazeirinho;26.01
PB;2507804;Junco do Seridó;21.71
PB;2507903;Juripiranga;34.34
PB;2508000;Juru;33.41
PB;2508109;Lagoa;33.84
PB;2508208;Lagoa de Dentro;31.9
PB;2508307;Lagoa Seca;21.26
PB;2508406;Lastro;31.09
PB;2508505;Livramento;23.13
PB;2508554;Logradouro;34.11
PB;2508604;Lucena;25.32
PB;2508703;Mãe d'Água;30.2
PB;2508802;Malta;27.97
PB;2508901;Mamanguape;27.9
PB;2509008;Manaíra;35.01
PB;2509057;Marcação;33.33
PB;2509107;Mari;35.54
PB;2509156;Marizópolis;27.07
PB;2509206;Massaranduba;30.75
PB;2509305;Mataraca;27.14
PB;2509339;Matinhas;31.61
PB;2509370;Mato Grosso;41.52
PB;2509396;Maturéia;28.13
PB;2509404;Mogeiro;32.28
PB;2509503;Montadas;25.28
PB;2509602;Monte Horebe;29.46
PB;2509701;Monteiro;27.38
PB;2509800;Mulungu;35.24
PB;2509909;Natuba;38.93
PB;2510006;Nazarezinho;31.5
PB;2510105;Nova Floresta;28.62
PB;2510204;Nova Olinda;31.75
PB;2510303;Nova Palmeira;24.66
PB;2510402;Olho d'Água;33.58
PB;2510501;Olivedos;19.37
PB;2510600;Ouro Velho;22.91
PB;2510659;Parari;20.85
PB;2510709;Passagem;29.23
PB;2510808;Patos;18.42
PB;2510907;Paulista;32.2
PB;2511004;Pedra Branca;25.55
PB;2511103;Pedra Lavrada;27.76
PB;2511202;Pedras de Fogo;30.27
PB;2511301;Piancó;29.26
PB;2511400;Picuí;24.66
PB;2511509;Pilar;31.64
PB;2511608;Pilões;36.17
PB;2511707;Pilõezinhos;33.23
PB;2511806;Pirpirituba;29.9
PB;2511905;Pitimbu;27.59
PB;2512002;Pocinhos;25.15
PB;2512036;Poço Dantas;36.46
PB;2512077;Poço de José de Moura;27.03
PB;2512101;Pombal;26.08
PB;2512200;Prata;23.49
PB;2512309;Princesa Isabel;25.33
PB;2512408;Puxinanã;21.59
PB;2512507;Queimadas;22.56
PB;2512606;Quixabá;26.24
PB;2512705;Remígio;30.7
PB;2512721;Pedro Régis;42.86
PB;2512747;Riachão;31.48
PB;2512754;Riachão do Bacamarte;35.81
PB;2512762;Riachão do Poço;33.63
PB;2512788;Riacho de Santo Antônio;24.64
PB;2512804;Riacho dos Cavalos;32.64
PB;2512903;Rio Tinto;26.56
PB;2513000;Salgadinho;33.02
PB;2513109;Salgado de São Félix;36.87
PB;2513158;Santa Cecília;35.61
PB;2513208;Santa Cruz;28.18
PB;2513307;Santa Helena;26.11
PB;2513356;Santa Inês;32.15
PB;2513406;Santa Luzia;20.02
PB;2513505;Santana de Mangueira;36.29
PB;2513604;Santana dos Garrotes;35.17
PB;2513653;Santarém;35.85
PB;2513703;Santa Rita;20.61
PB;2513802;Santa Teresinha;27.14
PB;2513851;Santo André;27.15
PB;2513901;São Bento;33.59
PB;2513927;São Bentinho;32.8
PB;2513943;São Domingos do Cariri;23.81
PB;2513968;São Domingos de Pombal;38.55
PB;2513984;São Francisco;31.46
PB;2514008;São João do Cariri;18.73
PB;2514107;São João do Tigre;35.78
PB;2514206;São José da Lagoa Tapada;42.35
PB;2514305;São José de Caiana;32.19
PB;2514404;São José de Espinharas;32,00
PB;2514453;São José dos Ramos;38.36
PB;2514503;São José de Piranhas;25.03
PB;2514552;São José de Princesa;31.1
PB;2514602;São José do Bonfim;26.58
PB;2514651;São José do Brejo do Cruz;27.92
PB;2514701;São José do Sabugi;27.22
PB;2514800;São José dos Cordeiros;22.64
PB;2514909;São Mamede;24.75
PB;2515005;São Miguel de Taipu;40.92
PB;2515104;São Sebastião de Lagoa de Roça;26.02
PB;2515203;São Sebastião do Umbuzeiro;25.13
PB;2515302;Sapé;30.8
PB;2515401;Seridó;22.86
PB;2515500;Serra Branca;19.85
PB;2515609;Serra da Raiz;31.81
PB;2515708;Serra Grande;30.81
PB;2515807;Serra Redonda;31.9
PB;2515906;Serraria;41.2
PB;2515930;Sertãozinho;28.43
PB;2515971;Sobrado;33.3
PB;2516003;Solânea;31.21
PB;2516102;Soledade;20.08
PB;2516151;Sossêgo;31.34
PB;2516201;Sousa;22.53
PB;2516300;Sumé;25.49
PB;2516409;Campo de Santana;30.76
PB;2516508;Taperoá;28.22
PB;2516607;Tavares;30.95
PB;2516706;Teixeira;23.97
PB;2516755;Tenório;29.09
PB;2516805;Triunfo;28.54
PB;2516904;Uiraúna;26.73
PB;2517001;Umbuzeiro;35.17
PB;2517100;Várzea;13.3
PB;2517209;Vieirópolis;37.93
PB;2517407;Zabelê;22.99
PE;2600054;Abreu e Lima;10.15
PE;2600104;Afogados da Ingazeira;23.12
PE;2600203;Afrânio;25.78
PE;2600302;Agrestina;32.35
PE;2600401;Água Preta;30.66
PE;2600500;Águas Belas;40.23
PE;2600609;Alagoinha;26.62
PE;2600708;Aliança;27.22
PE;2600807;Altinho;34.63
PE;2600906;Amaraji;30.92
PE;2601003;Angelim;33.4
PE;2601052;Araçoiaba;24.04
PE;2601102;Araripina;25.33
PE;2601201;Arcoverde;17.57
PE;2601300;Barra de Guabiraba;34.84
PE;2601409;Barreiros;23.56
PE;2601508;Belém de Maria;32.49
PE;2601607;Belém de São Francisco;21.71
PE;2601706;Belo Jardim;24.82
PE;2601805;Betânia;32.98
PE;2601904;Bezerros;28.12
PE;2602001;Bodocó;29.91
PE;2602100;Bom Conselho;34.05
PE;2602209;Bom Jardim;30.14
PE;2602308;Bonito;31.6
PE;2602407;Brejão;31.86
PE;2602506;Brejinho;25.37
PE;2602605;Brejo da Madre de Deus;32.31
PE;2602704;Buenos Aires;28.11
PE;2602803;Buíque;40.18
PE;2602902;Cabo de Santo Agostinho;13,00
PE;2603009;Cabrobó;23.71
PE;2603108;Cachoeirinha;32.13
PE;2603207;Caetés;38.63
PE;2603306;Calçado;32.38
PE;2603405;Calumbi;32.6
PE;2603454;Camaragibe;10.79
PE;2603504;Camocim de São Félix;31.95
PE;2603603;Camutanga;26.87
PE;2603702;Canhotinho;36.31
PE;2603801;Capoeiras;31.88
PE;2603900;Carnaíba;27.07
PE;2603926;Carnaubeira da Penha;27.46
PE;2604007;Carpina;16.09
PE;2604106;Caruaru;15.58
PE;2604155;Casinhas;31.43
PE;2604205;Catende;26.79
PE;2604304;Cedro;22.32
PE;2604403;Chã de Alegria;24.69
PE;2604502;Chã Grande;30.8
PE;2604601;Condado;27.23
PE;2604700;Correntes;32.51
PE;2604809;Cortês;28.89
PE;2604908;Cumaru;32.07
PE;2605004;Cupira;30.69
PE;2605103;Custódia;27.21
PE;2605152;Dormentes;26.22
PE;2605202;Escada;21.7
PE;2605301;Exu;25.22
PE;2605400;Feira Nova;29.32
PE;2605459;Fernando de Noronha;5.01
PE;2605509;Ferreiros;28.44
PE;2605608;Flores;32.94
PE;2605707;Floresta;18.4
PE;2605806;Frei Miguelinho;31.52
PE;2605905;Gameleira;26.69
PE;2606002;Garanhuns;17.57
PE;2606101;Glória do Goitá;29.98
PE;2606200;Goiana;18.56
PE;2606309;Granito;27.12
PE;2606408;Gravatá;22.27
PE;2606507;Iati;39.37
PE;2606606;Ibimirim;31.97
PE;2606705;Ibirajuba;35.41
PE;2606804;Igarassu;14.2
PE;2606903;Iguaraci;28.45
PE;2607000;Inajá;35.98
PE;2607109;Ingazeira;26.87
PE;2607208;Ipojuca;20.64
PE;2607307;Ipubi;30.23
PE;2607406;Itacuruba;21.56
PE;2607505;Itaíba;39.73
PE;2607604;Itamaracá;15.34
PE;2607653;Itambé;30.5
PE;2607703;Itapetim;25.63
PE;2607752;Itapissuma;18.53
PE;2607802;Itaquitinga;27.72
PE;2607901;Jaboatão dos Guararapes;9.13
PE;2607950;Jaqueira;32.67
PE;2608008;Jataúba;34.29
PE;2608057;Jatobá;22.63
PE;2608107;João Alfredo;35.7
PE;2608206;Joaquim Nabuco;29.65
PE;2608255;Jucati;32.67
PE;2608305;Jupi;32.19
PE;2608404;Jurema;37.95
PE;2608453;Lagoa do Carro;23.66
PE;2608503;Lagoa do Itaenga;26.86
PE;2608602;Lagoa do Ouro;40.14
PE;2608701;Lagoa dos Gatos;39.05
PE;2608750;Lagoa Grande;24.43
PE;2608800;Lajedo;26.23
PE;2608909;Limoeiro;20,00
PE;2609006;Macaparana;31.59
PE;2609105;Machados;29.35
PE;2609154;Manari;39.85
PE;2609204;Maraial;35.09
PE;2609303;Mirandiba;23.67
PE;2609402;Moreno;16.83
PE;2609501;Nazaré da Mata;19.2
PE;2609600;Olinda;7.03
PE;2609709;Orobó;29.41
PE;2609808;Orocó;23.97
PE;2609907;Ouricuri;28.77
PE;2610004;Palmares;21.46
PE;2610103;Palmeirina;33.07
PE;2610202;Panelas;38,00
PE;2610301;Paranatama;37.07
PE;2610400;Parnamirim;24.8
PE;2610509;Passira;32.15
PE;2610608;Paudalho;21.18
PE;2610707;Paulista;6.13
PE;2610806;Pedra;32.98
PE;2610905;Pesqueira;25.33
PE;2611002;Petrolândia;18.15
PE;2611101;Petrolina;12.04
PE;2611200;Poção;33.96
PE;2611309;Pombos;28.73
PE;2611408;Primavera;28.18
PE;2611507;Quipapá;36.45
PE;2611533;Quixaba;28.18
PE;2611606;Recife;7.13
PE;2611705;Riacho das Almas;34.47
PE;2611804;Ribeirão;23.29
PE;2611903;Rio Formoso;22.49
PE;2612000;Sairé;33.57
PE;2612109;Salgadinho;43.21
PE;2612208;Salgueiro;16.25
PE;2612307;Saloá;35.05
PE;2612406;Sanharó;25.83
PE;2612455;Santa Cruz;32.51
PE;2612471;Santa Cruz da Baixa Verde;26.02
PE;2612505;Santa Cruz do Capibaribe;16.01
PE;2612554;Santa Filomena;31.93
PE;2612604;Santa Maria da Boa Vista;21.2
PE;2612703;Santa Maria do Cambucá;35.38
PE;2612802;Santa Terezinha;24.7
PE;2612901;São Benedito do Sul;33.36
PE;2613008;São Bento do Una;29.57
PE;2613107;São Caitano;29.38
PE;2613206;São João;32.83
PE;2613305;São Joaquim do Monte;35.12
PE;2613404;São José da Coroa Grande;23.63
PE;2613503;São José do Belmonte;28.22
PE;2613602;São José do Egito;22.1
PE;2613701;São Lourenço da Mata;15.96
PE;2613800;São Vicente Ferrer;30.69
PE;2613909;Serra Talhada;21.03
PE;2614006;Serrita;26.25
PE;2614105;Sertânia;27.18
PE;2614204;Sirinhaém;25.43
PE;2614303;Moreilândia;25.13
PE;2614402;Solidão;25.96
PE;2614501;Surubim;24.87
PE;2614600;Tabira;23.09
PE;2614709;Tacaimbó;36.79
PE;2614808;Tacaratu;25.11
PE;2614857;Tamandaré;22.95
PE;2615003;Taquaritinga do Norte;22.95
PE;2615102;Terezinha;37.15
PE;2615201;Terra Nova;20.94
PE;2615300;Timbaúba;21.39
PE;2615409;Toritama;20.6
PE;2615508;Tracunhaém;25.21
PE;2615607;Trindade;25.56
PE;2615706;Triunfo;16.95
PE;2615805;Tupanatinga;38.41
PE;2615904;Tuparetama;21.43
PE;2616001;Venturosa;27.6
PE;2616100;Verdejante;26.35
PE;2616183;Vertente do Lério;33.24
PE;2616209;Vertentes;24.44
PE;2616308;Vicência;23.5
PE;2616407;Vitória de Santo Antão;21.77
PE;2616506;Xexéu;33.29
PE;2699919;Muribeca;
PE;2699929;Nossa Senhora do Ó de Goyanna;
PE;2699939;Cimbres;
PI;2200053;Acauã;30.41
PI;2200103;Agricolândia;27.47
PI;2200202;Água Branca;24.14
PI;2200251;Alagoinha do Piauí;44.4
PI;2200277;Alegrete do Piauí;35.26
PI;2200301;Alto Longá;32.83
PI;2200400;Altos;26.04
PI;2200459;Alvorada do Gurguéia;25.8
PI;2200509;Amarante;27.95
PI;2200608;Angical do Piauí;24.89
PI;2200707;Anísio de Abreu;29.18
PI;2200806;Antônio Almeida;24.8
PI;2200905;Aroazes;30.77
PI;2200954;Aroeiras de Itaim;36.64
PI;2201002;Arraial;31.52
PI;2201051;Assunção do Piauí;39.32
PI;2201101;Avelino Lopes;23.12
PI;2201150;Baixa Grande do Ribeiro;20.62
PI;2201176;Barra D'Alcântara;31.12
PI;2201200;Barras;32.16
PI;2201309;Barreiras do Piauí;20.38
PI;2201408;Barro Duro;27.69
PI;2201507;Batalha;35.73
PI;2201556;Bela Vista do Piauí;22.61
PI;2201572;Belém do Piauí;36.69
PI;2201606;Beneditinos;32.71
PI;2201705;Bertolínia;24.93
PI;2201739;Betânia do Piauí;38.63
PI;2201770;Boa Hora;37.91
PI;2201804;Bocaina;22.86
PI;2201903;Bom Jesus;18.17
PI;2201919;Bom Princípio do Piauí;34.36
PI;2201929;Bonfim do Piauí;33.23
PI;2201945;Boqueirão do Piauí;32.8
PI;2201960;Brasileira;36.63
PI;2201988;Brejo do Piauí;38.08
PI;2202000;Buriti dos Lopes;29.63
PI;2202026;Buriti dos Montes;32.29
PI;2202059;Cabeceiras do Piauí;33.63
PI;2202075;Cajazeiras do Piauí;30.61
PI;2202083;Cajueiro da Praia;32.67
PI;2202091;Caldeirão Grande do Piauí;34.75
PI;2202109;Campinas do Piauí;27.68
PI;2202117;Campo Alegre do Fidalgo;32.83
PI;2202133;Campo Grande do Piauí;36.39
PI;2202174;Campo Largo do Piauí;38.09
PI;2202208;Campo Maior;22.12
PI;2202251;Canavieira;26.93
PI;2202307;Canto do Buriti;29.69
PI;2202406;Capitão de Campos;31.42
PI;2202455;Capitão Gervásio Oliveira;31.92
PI;2202505;Caracol;35.34
PI;2202539;Caraúbas do Piauí;43.83
PI;2202554;Caridade do Piauí;32.22
PI;2202604;Castelo do Piauí;28.55
PI;2202653;Caxingó;43.76
PI;2202703;Cocal;35.77
PI;2202711;Cocal de Telha;33.4
PI;2202729;Cocal dos Alves;36.12
PI;2202737;Coivaras;31.74
PI;2202752;Colônia do Gurguéia;22.03
PI;2202778;Colônia do Piauí;34.89
PI;2202802;Conceição do Canindé;30.16
PI;2202851;Coronel José Dias;32.45
PI;2202901;Corrente;18.82
PI;2203008;Cristalândia do Piauí;25.81
PI;2203107;Cristino Castro;24.86
PI;2203206;Curimatá;18.46
PI;2203230;Currais;32.73
PI;2203255;Curralinhos;31.07
PI;2203271;Curral Novo do Piauí;35.45
PI;2203305;Demerval Lobão;25.45
PI;2203354;Dirceu Arcoverde;28.81
PI;2203404;Dom Expedito Lopes;26.7
PI;2203420;Domingos Mourão;31.05
PI;2203453;Dom Inocêncio;25.05
PI;2203503;Elesbão Veloso;35.87
PI;2203602;Eliseu Martins;21.43
PI;2203701;Esperantina;29.18
PI;2203750;Fartura do Piauí;33.07
PI;2203800;Flores do Piauí;32.22
PI;2203859;Floresta do Piauí;40.51
PI;2203909;Floriano;13.18
PI;2204006;Francinópolis;34.26
PI;2204105;Francisco Ayres;30.18
PI;2204154;Francisco Macedo;36.33
PI;2204204;Francisco Santos;27.99
PI;2204303;Fronteiras;29.05
PI;2204352;Geminiano;34.95
PI;2204402;Gilbués;23,00
PI;2204501;Guadalupe;18.79
PI;2204550;Guaribas;34.84
PI;2204600;Hugo Napoleão;32.05
PI;2204659;Ilha Grande;26.74
PI;2204709;Inhuma;27.35
PI;2204808;Ipiranga do Piauí;22.68
PI;2204907;Isaías Coelho;34.79
PI;2205003;Itainópolis;37.54
PI;2205102;Itaueira;27.8
PI;2205151;Jacobina do Piauí;36.3
PI;2205201;Jaicós;38.49
PI;2205250;Jardim do Mulato;29.59
PI;2205276;Jatobá do Piauí;30.4
PI;2205300;Jerumenha;25.01
PI;2205359;João Costa;28.42
PI;2205409;Joaquim Pires;36.31
PI;2205458;Joca Marques;38.44
PI;2205508;José de Freitas;24.53
PI;2205516;Juazeiro do Piauí;29.23
PI;2205524;Júlio Borges;18.16
PI;2205532;Jurema;35.48
PI;2205540;Lagoinha do Piauí;27.22
PI;2205557;Lagoa Alegre;31.89
PI;2205565;Lagoa do Barro do Piauí;27.73
PI;2205573;Lagoa de São Francisco;33.64
PI;2205581;Lagoa do Piauí;27.04
PI;2205599;Lagoa do Sítio;35.78
PI;2205607;Landri Sales;26.59
PI;2205706;Luís Correia;29.76
PI;2205805;Luzilândia;35.46
PI;2205854;Madeiro;33.11
PI;2205904;Manoel Emídio;23.88
PI;2205953;Marcolândia;34.12
PI;2206001;Marcos Parente;25.31
PI;2206050;Massapê do Piauí;43.42
PI;2206100;Matias Olímpio;34.28
PI;2206209;Miguel Alves;38,00
PI;2206308;Miguel Leão;28.65
PI;2206357;Milton Brandão;37.21
PI;2206407;Monsenhor Gil;24.74
PI;2206506;Monsenhor Hipólito;34.83
PI;2206605;Monte Alegre do Piauí;23.7
PI;2206654;Morro Cabeça no Tempo;25.1
PI;2206670;Morro do Chapéu do Piauí;35.48
PI;2206696;Murici dos Portelas;39.4
PI;2206704;Nazaré do Piauí;31.15
PI;2206720;Nazária;
PI;2206753;Nossa Senhora de Nazaré;25.7
PI;2206803;Nossa Senhora dos Remédios;36.04
PI;2206902;Novo Oriente do Piauí;32.84
PI;2206951;Novo Santo Antônio;37.54
PI;2207009;Oeiras;25.51
PI;2207108;Olho D'Água do Piauí;20.91
PI;2207207;Padre Marcos;41.08
PI;2207306;Paes Landim;25.61
PI;2207355;Pajeú do Piauí;33.06
PI;2207405;Palmeira do Piauí;26.47
PI;2207504;Palmeirais;31.85
PI;2207553;Paquetá;43.69
PI;2207603;Parnaguá;25.96
PI;2207702;Parnaíba;16.47
PI;2207751;Passagem Franca do Piauí;38.84
PI;2207777;Patos do Piauí;39.43
PI;2207793;Pau D'Arco do Piauí;34.78
PI;2207801;Paulistana;30.09
PI;2207850;Pavussu;35.2
PI;2207900;Pedro II;31.11
PI;2207934;Pedro Laurentino;22.3
PI;2207959;Nova Santa Rita;29.29
PI;2208007;Picos;17.7
