codigo;municipio;cor;valor_pct;Sigla
2403756;Fernando Pedroza;Preta;3.79;RN
2403756;Fernando Pedroza;Parda;68.41;RN
2403806;Florânia;Preta;4.96;RN
2403806;Florânia;Parda;45.46;RN
2403905;Francisco Dantas;Preta;1.92;RN
2403905;Francisco Dantas;Parda;50.36;RN
2404002;Frutuoso Gomes;Preta;3.13;RN
2404002;Frutuoso Gomes;Parda;54.77;RN
2404101;Galinhos;Preta;13.72;RN
2404101;Galinhos;Parda;47.89;RN
2404200;Goianinha;Preta;5.87;RN
2404200;Goianinha;Parda;57.32;RN
2404309;Governador Dix-Sept Rosado;Preta;6.88;RN
2404309;Governador Dix-Sept Rosado;Parda;51.23;RN
2404408;Grossos;Preta;3.49;RN
2404408;Grossos;Parda;60.27;RN
2404507;Guamaré;Preta;12.72;RN
2404507;Guamaré;Parda;49.83;RN
2404606;Ielmo Marinho;Preta;1.56;RN
2404606;Ielmo Marinho;Parda;73.53;RN
2404705;Ipanguaçu;Preta;6.84;RN
2404705;Ipanguaçu;Parda;61.82;RN
2404804;Ipueira;Preta;4.77;RN
2404804;Ipueira;Parda;36.22;RN
2404853;Itajá;Preta;6.12;RN
2404853;Itajá;Parda;61.58;RN
2404903;Itaú;Preta;3.12;RN
2404903;Itaú;Parda;49.7;RN
2405009;Jaçanã;Preta;3.73;RN
2405009;Jaçanã;Parda;51.97;RN
2405108;Jandaíra;Preta;5.47;RN
2405108;Jandaíra;Parda;61.17;RN
2405207;Janduís;Preta;7.11;RN
2405207;Janduís;Parda;55.36;RN
2405306;Januário Cicco;Preta;2.49;RN
2405306;Januário Cicco;Parda;64.07;RN
2405405;Japi;Preta;0.89;RN
2405405;Japi;Parda;63.87;RN
2405504;Jardim de Angicos;Preta;1.04;RN
2405504;Jardim de Angicos;Parda;90.42;RN
2405603;Jardim de Piranhas;Preta;1.98;RN
2405603;Jardim de Piranhas;Parda;38.91;RN
2405702;Jardim do Seridó;Preta;4.18;RN
2405702;Jardim do Seridó;Parda;29.18;RN
2405801;João Câmara;Preta;6.18;RN
2405801;João Câmara;Parda;59.95;RN
2405900;João Dias;Preta;1.9;RN
2405900;João Dias;Parda;54.65;RN
2406007;José da Penha;Preta;2.83;RN
2406007;José da Penha;Parda;44.72;RN
2406106;Jucurutu;Preta;3.99;RN
2406106;Jucurutu;Parda;52.79;RN
2406155;Jundiá;Preta;4.24;RN
2406155;Jundiá;Parda;61.51;RN
2406205;Lagoa d'Anta;Preta;9.48;RN
2406205;Lagoa d'Anta;Parda;48.38;RN
2406304;Lagoa de Pedras;Preta;1.49;RN
2406304;Lagoa de Pedras;Parda;65.12;RN
2406403;Lagoa de Velhos;Preta;3.81;RN
2406403;Lagoa de Velhos;Parda;57.4;RN
2406502;Lagoa Nova;Preta;4.8;RN
2406502;Lagoa Nova;Parda;62.45;RN
2406601;Lagoa Salgada;Preta;1.39;RN
2406601;Lagoa Salgada;Parda;64.17;RN
2406700;Lajes;Preta;2.08;RN
2406700;Lajes;Parda;62.46;RN
2406809;Lajes Pintadas;Preta;2.55;RN
2406809;Lajes Pintadas;Parda;74.33;RN
2406908;Lucrécia;Preta;6.14;RN
2406908;Lucrécia;Parda;43.09;RN
2407005;Luís Gomes;Preta;4.24;RN
2407005;Luís Gomes;Parda;55.26;RN
2407104;Macaíba;Preta;5.86;RN
2407104;Macaíba;Parda;62.74;RN
2407203;Macau;Preta;13.13;RN
2407203;Macau;Parda;55.45;RN
2407252;Major Sales;Preta;1.24;RN
2407252;Major Sales;Parda;59.85;RN
2407302;Marcelino Vieira;Preta;5.91;RN
2407302;Marcelino Vieira;Parda;43.05;RN
2407401;Martins;Preta;4.51;RN
2407401;Martins;Parda;51.92;RN
2407500;Maxaranguape;Preta;6.03;RN
2407500;Maxaranguape;Parda;69.88;RN
2407609;Messias Targino;Preta;3.38;RN
2407609;Messias Targino;Parda;61.98;RN
2407708;Montanhas;Preta;4.6;RN
2407708;Montanhas;Parda;55.89;RN
2407807;Monte Alegre;Preta;3.45;RN
2407807;Monte Alegre;Parda;62.16;RN
2407906;Monte das Gameleiras;Preta;5.62;RN
2407906;Monte das Gameleiras;Parda;45.85;RN
2408003;Mossoró;Preta;6.32;RN
2408003;Mossoró;Parda;49.91;RN
2408102;Natal;Preta;4.68;RN
2408102;Natal;Parda;49.84;RN
2408201;Nísia Floresta;Preta;6.74;RN
2408201;Nísia Floresta;Parda;60.75;RN
2408300;Nova Cruz;Preta;2.78;RN
2408300;Nova Cruz;Parda;55.34;RN
2408409;Olho d'Água do Borges;Preta;2.33;RN
2408409;Olho d'Água do Borges;Parda;52.44;RN
2408508;Ouro Branco;Preta;2.08;RN
2408508;Ouro Branco;Parda;30.4;RN
2408607;Paraná;Preta;1.62;RN
2408607;Paraná;Parda;48.78;RN
2408706;Paraú;Preta;6.16;RN
2408706;Paraú;Parda;57.37;RN
2408805;Parazinho;Preta;4.11;RN
2408805;Parazinho;Parda;68.71;RN
2408904;Parelhas;Preta;6.84;RN
2408904;Parelhas;Parda;25.92;RN
2408953;Rio do Fogo;Preta;5.24;RN
2408953;Rio do Fogo;Parda;68.26;RN
2409100;Passa e Fica;Preta;3.41;RN
2409100;Passa e Fica;Parda;53.6;RN
2409209;Passagem;Preta;3.68;RN
2409209;Passagem;Parda;57.29;RN
2409308;Patu;Preta;8.39;RN
2409308;Patu;Parda;41.2;RN
2409332;Santa Maria;Preta;0.79;RN
2409332;Santa Maria;Parda;70.79;RN
2409407;Pau dos Ferros;Preta;6.49;RN
2409407;Pau dos Ferros;Parda;38.34;RN
2409506;Pedra Grande;Preta;6.36;RN
2409506;Pedra Grande;Parda;62.96;RN
2409605;Pedra Preta;Preta;1.05;RN
2409605;Pedra Preta;Parda;70.78;RN
2409704;Pedro Avelino;Preta;2.38;RN
2409704;Pedro Avelino;Parda;66.93;RN
2409803;Pedro Velho;Preta;3.75;RN
2409803;Pedro Velho;Parda;58.25;RN
2409902;Pendências;Preta;11.79;RN
2409902;Pendências;Parda;55.71;RN
2410009;Pilões;Preta;7.61;RN
2410009;Pilões;Parda;52.51;RN
2410108;Poço Branco;Preta;2.02;RN
2410108;Poço Branco;Parda;69.51;RN
2410207;Portalegre;Preta;11.05;RN
2410207;Portalegre;Parda;48.21;RN
2410256;Porto do Mangue;Preta;4.3;RN
2410256;Porto do Mangue;Parda;66.2;RN
2410306;Serra Caiada;Preta;6.36;RN
2410306;Serra Caiada;Parda;53.01;RN
2410405;Pureza;Preta;5.48;RN
2410405;Pureza;Parda;65.43;RN
2410504;Rafael Fernandes;Preta;4.59;RN
2410504;Rafael Fernandes;Parda;34.35;RN
2410603;Rafael Godeiro;Preta;3.67;RN
2410603;Rafael Godeiro;Parda;31.58;RN
2410702;Riacho da Cruz;Preta;12.6;RN
2410702;Riacho da Cruz;Parda;50.3;RN
2410801;Riacho de Santana;Preta;1.46;RN
2410801;Riacho de Santana;Parda;42.69;RN
2410900;Riachuelo;Preta;3.46;RN
2410900;Riachuelo;Parda;72.57;RN
2411007;Rodolfo Fernandes;Preta;7.18;RN
2411007;Rodolfo Fernandes;Parda;49.01;RN
2411056;Tibau;Preta;5.42;RN
2411056;Tibau;Parda;55.47;RN
2411106;Ruy Barbosa;Preta;0.91;RN
2411106;Ruy Barbosa;Parda;76.31;RN
2411205;Santa Cruz;Preta;4.9;RN
2411205;Santa Cruz;Parda;53.3;RN
2411403;Santana do Matos;Preta;2.89;RN
2411403;Santana do Matos;Parda;57.11;RN
2411429;Santana do Seridó;Preta;6.17;RN
2411429;Santana do Seridó;Parda;22.75;RN
2411502;Santo Antônio;Preta;1.97;RN
2411502;Santo Antônio;Parda;57.93;RN
2411601;São Bento do Norte;Preta;9.31;RN
2411601;São Bento do Norte;Parda;63.27;RN
2411700;São Bento do Trairí;Preta;5.02;RN
2411700;São Bento do Trairí;Parda;58.26;RN
2411809;São Fernando;Preta;1.89;RN
2411809;São Fernando;Parda;28.39;RN
2411908;São Francisco do Oeste;Preta;4.16;RN
2411908;São Francisco do Oeste;Parda;42.26;RN
2412005;São Gonçalo do Amarante;Preta;8.2;RN
2412005;São Gonçalo do Amarante;Parda;59.28;RN
2412104;São João do Sabugi;Preta;4.61;RN
2412104;São João do Sabugi;Parda;36.31;RN
2412203;São José de Mipibu;Preta;4.59;RN
2412203;São José de Mipibu;Parda;61.25;RN
2412302;São José do Campestre;Preta;4.18;RN
2412302;São José do Campestre;Parda;59.08;RN
2412401;São José do Seridó;Preta;5.42;RN
2412401;São José do Seridó;Parda;30.33;RN
2412500;São Miguel;Preta;3.89;RN
2412500;São Miguel;Parda;31.36;RN
2412559;São Miguel do Gostoso;Preta;9.94;RN
2412559;São Miguel do Gostoso;Parda;56.23;RN
2412609;São Paulo do Potengi;Preta;4.74;RN
2412609;São Paulo do Potengi;Parda;58.88;RN
2412708;São Pedro;Preta;3.92;RN
2412708;São Pedro;Parda;69.02;RN
2412807;São Rafael;Preta;2.32;RN
2412807;São Rafael;Parda;49.02;RN
2412906;São Tomé;Preta;4.42;RN
2412906;São Tomé;Parda;61.98;RN
2413003;São Vicente;Preta;1.52;RN
2413003;São Vicente;Parda;44.86;RN
2413102;Senador Elói de Souza;Preta;4.99;RN
2413102;Senador Elói de Souza;Parda;69.97;RN
2413201;Senador Georgino Avelino;Preta;5.19;RN
2413201;Senador Georgino Avelino;Parda;67.28;RN
2413300;Serra de São Bento;Preta;4.85;RN
2413300;Serra de São Bento;Parda;56.38;RN
2413359;Serra do Mel;Preta;4.9;RN
2413359;Serra do Mel;Parda;58.72;RN
2413409;Serra Negra do Norte;Preta;5.1;RN
2413409;Serra Negra do Norte;Parda;50.83;RN
2413508;Serrinha;Preta;2.29;RN
2413508;Serrinha;Parda;65.08;RN
2413557;Serrinha dos Pintos;Preta;5.75;RN
2413557;Serrinha dos Pintos;Parda;28.81;RN
2413607;Severiano Melo;Preta;3.33;RN
2413607;Severiano Melo;Parda;56.0;RN
2413706;Sítio Novo;Preta;1.29;RN
2413706;Sítio Novo;Parda;50.92;RN
2413805;Taboleiro Grande;Preta;9.59;RN
2413805;Taboleiro Grande;Parda;37.27;RN
2413904;Taipu;Preta;7.62;RN
2413904;Taipu;Parda;64.96;RN
2414001;Tangará;Preta;3.76;RN
2414001;Tangará;Parda;58.86;RN
2414100;Tenente Ananias;Preta;3.34;RN
2414100;Tenente Ananias;Parda;51.83;RN
2414159;Tenente Laurentino Cruz;Preta;1.53;RN
2414159;Tenente Laurentino Cruz;Parda;57.43;RN
2414209;Tibau do Sul;Preta;7.36;RN
2414209;Tibau do Sul;Parda;58.69;RN
2414308;Timbaúba dos Batistas;Preta;5.76;RN
2414308;Timbaúba dos Batistas;Parda;42.97;RN
2414407;Touros;Preta;3.94;RN
2414407;Touros;Parda;65.03;RN
2414456;Triunfo Potiguar;Preta;2.79;RN
2414456;Triunfo Potiguar;Parda;58.35;RN
2414506;Umarizal;Preta;1.7;RN
2414506;Umarizal;Parda;47.91;RN
2414605;Upanema;Preta;4.61;RN
2414605;Upanema;Parda;56.98;RN
2414704;Várzea;Preta;3.03;RN
2414704;Várzea;Parda;55.95;RN
2414753;Venha-Ver;Preta;0.58;RN
2414753;Venha-Ver;Parda;43.71;RN
2414803;Vera Cruz;Preta;3.55;RN
2414803;Vera Cruz;Parda;52.82;RN
2414902;Viçosa;Preta;5.73;RN
2414902;Viçosa;Parda;66.28;RN
2415008;Vila Flor;Preta;6.09;RN
2415008;Vila Flor;Parda;62.19;RN
2500106;Água Branca;Preta;1.61;PB
2500106;Água Branca;Parda;59.74;PB
2500205;Aguiar;Preta;1.32;PB
2500205;Aguiar;Parda;56.24;PB
2500304;Alagoa Grande;Preta;8.7;PB
2500304;Alagoa Grande;Parda;62.01;PB
2500403;Alagoa Nova;Preta;4.53;PB
2500403;Alagoa Nova;Parda;65.29;PB
2500502;Alagoinha;Preta;4.64;PB
2500502;Alagoinha;Parda;68.71;PB
2500536;Alcantil;Preta;3.79;PB
2500536;Alcantil;Parda;55.26;PB
2500577;Algodão de Jandaíra;Preta;6.09;PB
2500577;Algodão de Jandaíra;Parda;55.51;PB
2500601;Alhandra;Preta;6.85;PB
2500601;Alhandra;Parda;60.77;PB
2500700;São João do Rio do Peixe;Preta;5.24;PB
2500700;São João do Rio do Peixe;Parda;45.05;PB
2500734;Amparo;Preta;2.56;PB
2500734;Amparo;Parda;52.01;PB
2500775;Aparecida;Preta;9.84;PB
2500775;Aparecida;Parda;56.92;PB
2500809;Araçagi;Preta;7.94;PB
2500809;Araçagi;Parda;52.55;PB
2500908;Arara;Preta;2.16;PB
2500908;Arara;Parda;64.42;PB
2501005;Araruna;Preta;2.96;PB
2501005;Araruna;Parda;60.27;PB
2501104;Areia;Preta;8.99;PB
2501104;Areia;Parda;56.91;PB
2501153;Areia de Baraúnas;Preta;1.22;PB
2501153;Areia de Baraúnas;Parda;60.47;PB
2501203;Areial;Preta;4.07;PB
2501203;Areial;Parda;56.92;PB
2501302;Aroeiras;Preta;3.1;PB
2501302;Aroeiras;Parda;57.66;PB
2501351;Assunção;Preta;4.26;PB
2501351;Assunção;Parda;61.13;PB
2501401;Baía da Traição;Preta;2.12;PB
2501401;Baía da Traição;Parda;12.16;PB
2501500;Bananeiras;Preta;4.89;PB
2501500;Bananeiras;Parda;58.36;PB
2501534;Baraúna;Preta;5.6;PB
2501534;Baraúna;Parda;57.08;PB
2501575;Barra de Santana;Preta;2.36;PB
2501575;Barra de Santana;Parda;52.52;PB
2501609;Barra de Santa Rosa;Preta;4.62;PB
2501609;Barra de Santa Rosa;Parda;56.77;PB
2501708;Barra de São Miguel;Preta;5.97;PB
2501708;Barra de São Miguel;Parda;35.83;PB
2501807;Bayeux;Preta;10.79;PB
2501807;Bayeux;Parda;51.24;PB
2501906;Belém;Preta;2.19;PB
2501906;Belém;Parda;62.36;PB
2502003;Belém do Brejo do Cruz;Preta;3.1;PB
2502003;Belém do Brejo do Cruz;Parda;61.95;PB
2502052;Bernardino Batista;Preta;4.1;PB
2502052;Bernardino Batista;Parda;59.04;PB
2502102;Boa Ventura;Preta;5.93;PB
2502102;Boa Ventura;Parda;53.14;PB
2502151;Boa Vista;Preta;4.79;PB
2502151;Boa Vista;Parda;42.54;PB
2502201;Bom Jesus;Preta;5.7;PB
2502201;Bom Jesus;Parda;54.41;PB
2502300;Bom Sucesso;Preta;2.21;PB
2502300;Bom Sucesso;Parda;58.6;PB
2502409;Bonito de Santa Fé;Preta;2.08;PB
2502409;Bonito de Santa Fé;Parda;66.14;PB
2502508;Boqueirão;Preta;4.05;PB
2502508;Boqueirão;Parda;49.86;PB
2502607;Igaracy;Preta;3.55;PB
2502607;Igaracy;Parda;50.58;PB
2502706;Borborema;Preta;8.89;PB
2502706;Borborema;Parda;59.21;PB
2502805;Brejo do Cruz;Preta;1.58;PB
2502805;Brejo do Cruz;Parda;57.03;PB
2502904;Brejo dos Santos;Preta;0.96;PB
2502904;Brejo dos Santos;Parda;50.25;PB
2503001;Caaporã;Preta;9.1;PB
2503001;Caaporã;Parda;63.19;PB
2503100;Cabaceiras;Preta;4.9;PB
2503100;Cabaceiras;Parda;43.87;PB
2503209;Cabedelo;Preta;7.5;PB
2503209;Cabedelo;Parda;50.95;PB
2503308;Cachoeira dos Índios;Preta;3.9;PB
2503308;Cachoeira dos Índios;Parda;59.24;PB
2503407;Cacimba de Areia;Preta;4.34;PB
2503407;Cacimba de Areia;Parda;65.87;PB
2503506;Cacimba de Dentro;Preta;2.03;PB
2503506;Cacimba de Dentro;Parda;66.05;PB
2503555;Cacimbas;Preta;7.45;PB
2503555;Cacimbas;Parda;61.99;PB
2503605;Caiçara;Preta;3.91;PB
2503605;Caiçara;Parda;63.41;PB
2503704;Cajazeiras;Preta;4.15;PB
2503704;Cajazeiras;Parda;49.18;PB
2503753;Cajazeirinhas;Preta;12.63;PB
2503753;Cajazeirinhas;Parda;46.51;PB
2503803;Caldas Brandão;Preta;6.85;PB
2503803;Caldas Brandão;Parda;52.38;PB
2503902;Camalaú;Preta;3.97;PB
2503902;Camalaú;Parda;58.87;PB
2504009;Campina Grande;Preta;5.52;PB
2504009;Campina Grande;Parda;49.56;PB
2504033;Capim;Preta;4.99;PB
2504033;Capim;Parda;53.56;PB
2504074;Caraúbas;Preta;2.93;PB
2504074;Caraúbas;Parda;58.07;PB
2504108;Carrapateira;Preta;2.29;PB
2504108;Carrapateira;Parda;32.99;PB
2504157;Casserengue;Preta;2.02;PB
2504157;Casserengue;Parda;65.09;PB
2504207;Catingueira;Preta;5.86;PB
2504207;Catingueira;Parda;62.5;PB
2504306;Catolé do Rocha;Preta;5.75;PB
2504306;Catolé do Rocha;Parda;50.58;PB
2504355;Caturité;Preta;1.34;PB
2504355;Caturité;Parda;50.03;PB
2504405;Conceição;Preta;4.75;PB
2504405;Conceição;Parda;60.64;PB
2504504;Condado;Preta;5.07;PB
2504504;Condado;Parda;49.84;PB
2504603;Conde;Preta;13.08;PB
2504603;Conde;Parda;55.82;PB
2504702;Congo;Preta;3.39;PB
2504702;Congo;Parda;59.92;PB
2504801;Coremas;Preta;8.03;PB
2504801;Coremas;Parda;41.71;PB
2504850;Coxixola;Preta;0.85;PB
2504850;Coxixola;Parda;50.23;PB
2504900;Cruz do Espírito Santo;Preta;4.24;PB
2504900;Cruz do Espírito Santo;Parda;64.4;PB
2505006;Cubati;Preta;6.49;PB
2505006;Cubati;Parda;45.51;PB
2505105;Cuité;Preta;2.53;PB
2505105;Cuité;Parda;57.83;PB
2505204;Cuitegi;Preta;9.89;PB
2505204;Cuitegi;Parda;57.89;PB
2505238;Cuité de Mamanguape;Preta;3.17;PB
2505238;Cuité de Mamanguape;Parda;62.89;PB
2505279;Curral de Cima;Preta;4.32;PB
2505279;Curral de Cima;Parda;69.99;PB
2505303;Curral Velho;Preta;5.74;PB
2505303;Curral Velho;Parda;59.18;PB
2505352;Damião;Preta;2.58;PB
2505352;Damião;Parda;61.02;PB
2505402;Desterro;Preta;6.73;PB
2505402;Desterro;Parda;55.82;PB
2505501;Vista Serrana;Preta;8.43;PB
2505501;Vista Serrana;Parda;31.22;PB
2505600;Diamante;Preta;7.07;PB
2505600;Diamante;Parda;67.8;PB
2505709;Dona Inês;Preta;4.73;PB
2505709;Dona Inês;Parda;62.9;PB
2505808;Duas Estradas;Preta;3.19;PB
2505808;Duas Estradas;Parda;55.98;PB
2505907;Emas;Preta;6.44;PB
2505907;Emas;Parda;56.83;PB
2506004;Esperança;Preta;2.47;PB
2506004;Esperança;Parda;54.84;PB
2506103;Fagundes;Preta;3.27;PB
2506103;Fagundes;Parda;60.34;PB
2506202;Frei Martinho;Preta;2.52;PB
2506202;Frei Martinho;Parda;56.32;PB
2506251;Gado Bravo;Preta;1.95;PB
2506251;Gado Bravo;Parda;57.03;PB
2506301;Guarabira;Preta;5.96;PB
2506301;Guarabira;Parda;51.63;PB
2506400;Gurinhém;Preta;4.89;PB
2506400;Gurinhém;Parda;65.23;PB
2506509;Gurjão;Preta;3.78;PB
2506509;Gurjão;Parda;53.0;PB
2506608;Ibiara;Preta;1.63;PB
2506608;Ibiara;Parda;69.28;PB
2506707;Imaculada;Preta;2.92;PB
2506707;Imaculada;Parda;64.45;PB
2506806;Ingá;Preta;4.82;PB
2506806;Ingá;Parda;62.73;PB
2506905;Itabaiana;Preta;4.46;PB
2506905;Itabaiana;Parda;53.08;PB
2507002;Itaporanga;Preta;6.99;PB
2507002;Itaporanga;Parda;48.06;PB
2507101;Itapororoca;Preta;2.11;PB
2507101;Itapororoca;Parda;57.01;PB
2507200;Itatuba;Preta;9.83;PB
2507200;Itatuba;Parda;58.79;PB
2507309;Jacaraú;Preta;3.84;PB
2507309;Jacaraú;Parda;53.68;PB
2507408;Jericó;Preta;1.31;PB
2507408;Jericó;Parda;57.46;PB
2507507;João Pessoa;Preta;6.6;PB
2507507;João Pessoa;Parda;46.93;PB
2507606;Juarez Távora;Preta;4.79;PB
2507606;Juarez Távora;Parda;63.42;PB
2507705;Juazeirinho;Preta;5.79;PB
2507705;Juazeirinho;Parda;59.16;PB
2507804;Junco do Seridó;Preta;5.41;PB
2507804;Junco do Seridó;Parda;56.82;PB
2507903;Juripiranga;Preta;2.23;PB
2507903;Juripiranga;Parda;69.46;PB
2508000;Juru;Preta;1.56;PB
2508000;Juru;Parda;59.56;PB
2508109;Lagoa;Preta;2.17;PB
2508109;Lagoa;Parda;53.98;PB
2508208;Lagoa de Dentro;Preta;2.15;PB
2508208;Lagoa de Dentro;Parda;60.97;PB
2508307;Lagoa Seca;Preta;5.7;PB
2508307;Lagoa Seca;Parda;53.46;PB
2508406;Lastro;Preta;4.3;PB
2508406;Lastro;Parda;56.3;PB
2508505;Livramento;Preta;3.69;PB
2508505;Livramento;Parda;51.79;PB
2508554;Logradouro;Preta;3.3;PB
2508554;Logradouro;Parda;55.38;PB
2508604;Lucena;Preta;7.63;PB
2508604;Lucena;Parda;60.88;PB
2508703;Mãe d'Água;Preta;2.71;PB
2508703;Mãe d'Água;Parda;64.61;PB
2508802;Malta;Preta;5.06;PB
2508802;Malta;Parda;53.25;PB
2508901;Mamanguape;Preta;4.86;PB
2508901;Mamanguape;Parda;59.53;PB
2509008;Manaíra;Preta;3.34;PB
2509008;Manaíra;Parda;64.39;PB
2509057;Marcação;Preta;0.96;PB
2509057;Marcação;Parda;11.14;PB
2509107;Mari;Preta;5.94;PB
2509107;Mari;Parda;54.9;PB
2509156;Marizópolis;Preta;6.16;PB
2509156;Marizópolis;Parda;49.49;PB
2509206;Massaranduba;Preta;4.26;PB
2509206;Massaranduba;Parda;53.82;PB
2509305;Mataraca;Preta;4.54;PB
2509305;Mataraca;Parda;58.83;PB
2509339;Matinhas;Preta;4.47;PB
2509339;Matinhas;Parda;60.92;PB
2509370;Mato Grosso;Preta;1.21;PB
2509370;Mato Grosso;Parda;69.58;PB
2509396;Maturéia;Preta;10.35;PB
2509396;Maturéia;Parda;51.47;PB
2509404;Mogeiro;Preta;6.69;PB
2509404;Mogeiro;Parda;59.81;PB
2509503;Montadas;Preta;1.19;PB
2509503;Montadas;Parda;57.86;PB
2509602;Monte Horebe;Preta;9.28;PB
2509602;Monte Horebe;Parda;50.07;PB
2509701;Monteiro;Preta;3.49;PB
2509701;Monteiro;Parda;58.54;PB
2509800;Mulungu;Preta;7.81;PB
2509800;Mulungu;Parda;56.01;PB
2509909;Natuba;Preta;8.06;PB
2509909;Natuba;Parda;49.05;PB
2510006;Nazarezinho;Preta;1.33;PB
2510006;Nazarezinho;Parda;56.15;PB
2510105;Nova Floresta;Preta;3.99;PB
2510105;Nova Floresta;Parda;56.54;PB
2510204;Nova Olinda;Preta;5.37;PB
2510204;Nova Olinda;Parda;65.69;PB
2510303;Nova Palmeira;Preta;4.14;PB
2510303;Nova Palmeira;Parda;45.65;PB
2510402;Olho d'Água;Preta;5.51;PB
2510402;Olho d'Água;Parda;33.05;PB
2510501;Olivedos;Preta;3.95;PB
2510501;Olivedos;Parda;47.44;PB
2510600;Ouro Velho;Preta;9.96;PB
2510600;Ouro Velho;Parda;51.9;PB
2510659;Parari;Preta;2.94;PB
2510659;Parari;Parda;43.74;PB
2510709;Passagem;Preta;2.44;PB
2510709;Passagem;Parda;58.29;PB
2510808;Patos;Preta;5.59;PB
2510808;Patos;Parda;47.9;PB
2510907;Paulista;Preta;2.13;PB
2510907;Paulista;Parda;57.81;PB
2511004;Pedra Branca;Preta;6.23;PB
2511004;Pedra Branca;Parda;53.36;PB
2511103;Pedra Lavrada;Preta;3.14;PB
2511103;Pedra Lavrada;Parda;42.08;PB
2511202;Pedras de Fogo;Preta;6.04;PB
2511202;Pedras de Fogo;Parda;57.95;PB
2511301;Piancó;Preta;3.29;PB
2511301;Piancó;Parda;47.63;PB
2511400;Picuí;Preta;6.14;PB
2511400;Picuí;Parda;51.28;PB
2511509;Pilar;Preta;9.93;PB
2511509;Pilar;Parda;56.52;PB
2511608;Pilões;Preta;5.47;PB
2511608;Pilões;Parda;63.82;PB
2511707;Pilõezinhos;Preta;3.79;PB
2511707;Pilõezinhos;Parda;67.43;PB
2511806;Pirpirituba;Preta;7.54;PB
2511806;Pirpirituba;Parda;58.67;PB
2511905;Pitimbu;Preta;8.27;PB
2511905;Pitimbu;Parda;66.23;PB
2512002;Pocinhos;Preta;4.85;PB
2512002;Pocinhos;Parda;50.1;PB
2512036;Poço Dantas;Preta;1.56;PB
2512036;Poço Dantas;Parda;60.42;PB
2512077;Poço de José de Moura;Preta;3.06;PB
2512077;Poço de José de Moura;Parda;63.65;PB
2512101;Pombal;Preta;8.56;PB
2512101;Pombal;Parda;43.1;PB
2512200;Prata;Preta;6.45;PB
2512200;Prata;Parda;58.45;PB
2512309;Princesa Isabel;Preta;2.68;PB
2512309;Princesa Isabel;Parda;56.84;PB
2512408;Puxinanã;Preta;3.56;PB
2512408;Puxinanã;Parda;53.17;PB
2512507;Queimadas;Preta;2.61;PB
2512507;Queimadas;Parda;55.29;PB
2512606;Quixaba;Preta;8.95;PB
2512606;Quixaba;Parda;52.42;PB
2512705;Remígio;Preta;2.97;PB
2512705;Remígio;Parda;60.07;PB
2512721;Pedro Régis;Preta;2.39;PB
2512721;Pedro Régis;Parda;57.16;PB
2512747;Riachão;Preta;3.73;PB
2512747;Riachão;Parda;77.06;PB
2512754;Riachão do Bacamarte;Preta;5.12;PB
2512754;Riachão do Bacamarte;Parda;61.0;PB
2512762;Riachão do Poço;Preta;1.82;PB
2512762;Riachão do Poço;Parda;51.51;PB
2512788;Riacho de Santo Antônio;Preta;1.35;PB
2512788;Riacho de Santo Antônio;Parda;54.26;PB
2512804;Riacho dos Cavalos;Preta;3.04;PB
2512804;Riacho dos Cavalos;Parda;48.51;PB
2512903;Rio Tinto;Preta;4.27;PB
2512903;Rio Tinto;Parda;52.03;PB
2513000;Salgadinho;Preta;10.19;PB
2513000;Salgadinho;Parda;56.39;PB
2513109;Salgado de São Félix;Preta;5.23;PB
2513109;Salgado de São Félix;Parda;56.01;PB
2513158;Santa Cecília;Preta;1.21;PB
2513158;Santa Cecília;Parda;53.78;PB
2513208;Santa Cruz;Preta;3.16;PB
2513208;Santa Cruz;Parda;43.31;PB
2513307;Santa Helena;Preta;1.12;PB
2513307;Santa Helena;Parda;62.2;PB
2513356;Santa Inês;Preta;7.65;PB
2513356;Santa Inês;Parda;59.71;PB
2513406;Santa Luzia;Preta;7.37;PB
2513406;Santa Luzia;Parda;44.51;PB
2513505;Santana de Mangueira;Preta;2.79;PB
2513505;Santana de Mangueira;Parda;66.53;PB
2513604;Santana dos Garrotes;Preta;5.5;PB
2513604;Santana dos Garrotes;Parda;53.79;PB
2513653;Joca Claudino;Preta;5.94;PB
2513653;Joca Claudino;Parda;66.7;PB
2513703;Santa Rita;Preta;8.29;PB
2513703;Santa Rita;Parda;57.98;PB
2513802;Santa Teresinha;Preta;2.74;PB
2513802;Santa Teresinha;Parda;56.98;PB
2513851;Santo André;Preta;4.74;PB
2513851;Santo André;Parda;46.37;PB
2513901;São Bento;Preta;2.54;PB
2513901;São Bento;Parda;52.39;PB
2513927;São Bentinho;Preta;6.65;PB
2513927;São Bentinho;Parda;49.73;PB
2513943;São Domingos do Cariri;Preta;1.85;PB
2513943;São Domingos do Cariri;Parda;49.59;PB
2513968;São Domingos;Preta;15.2;PB
2513968;São Domingos;Parda;45.94;PB
2513984;São Francisco;Preta;10.85;PB
2513984;São Francisco;Parda;40.61;PB
2514008;São João do Cariri;Preta;2.82;PB
2514008;São João do Cariri;Parda;57.3;PB
2514107;São João do Tigre;Preta;10.92;PB
2514107;São João do Tigre;Parda;58.04;PB
2514206;São José da Lagoa Tapada;Preta;3.15;PB
2514206;São José da Lagoa Tapada;Parda;58.31;PB
